Loan_ID,Gender,Married,Dependents,Education,Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP104731,Male,Yes,0,Graduate,No,35560,0,68700,360,0,Urban,N
LP104732,Male,Yes,0,Graduate,,78380,0,63000,180,1,Urban,Y
LP104733,Male,Yes,3+,Not Graduate,No,63810,17420,69600,360,1,Urban,Y
LP104734,Female,No,1,Graduate,,55860,14511,69500,480,1,Semiurban,Y
LP104735,Male,Yes,3+,Graduate,No,16910,10383,60300,360,1,Urban,Y
LP104736,Male,Yes,,Graduate,No,73560,0,70000,360,1,Rural,Y
LP104737,Male,Yes,1,Graduate,No,32180,15624,70000,360,0,Rural,N
LP104738,Male,Yes,0,Not Graduate,,31810,56674,70000,360,1,Semiurban,Y
LP104739,,Yes,0,Graduate,,75670,0,58800,360,1,Urban,Y
LP104740,Male,Yes,2,Graduate,Yes,98810,16435,70000,180,1,Semiurban,Y
LP104741,Male,No,0,Graduate,No,41590,7278,70000,360,1,Semiurban,Y
LP104742,Male,Yes,0,Graduate,Yes,70770,8972,66000,360,1,Urban,Y
LP104743,Male,Yes,1,Not Graduate,Yes,40140,9360,69400,360,1,Rural,N
LP104744,Female,No,2,Graduate,No,27930,10941,57800,360,1,Rural,Y
LP104745,Female,Yes,0,Graduate,No,92760,13084,57000,120,1,Urban,Y
LP104746,Male,No,1,Graduate,No,28440,29810,70000,360,1,Urban,Y
LP104747,Male,Yes,3+,Graduate,No,22140,0,67300,180,0,Semiurban,N
LP104748,Female,No,0,Graduate,Yes,40200,37547,57800,180,1,Rural,Y
LP104749,Male,No,0,Graduate,No,28900,0,64500,,1,Urban,Y
LP104750,Male,Yes,2,Not Graduate,No,26350,15745,64700,180,0,Semiurban,N
LP104751,Male,No,0,Graduate,No,271140,20314,60400,360,1,Rural,Y
LP104752,Male,Yes,0,Not Graduate,No,28660,24171,63600,360,1,Urban,Y
LP104753,Male,Yes,0,Graduate,No,68950,27212,70000,360,,Urban,N
LP104754,Female,Yes,0,Not Graduate,No,43750,0,70000,360,,Semiurban,N
LP104755,Female,Yes,0,Graduate,No,111060,10932,62400,360,1,Urban,Y
LP104756,Female,No,0,Graduate,Yes,24430,24921,60100,360,1,Urban,Y
LP104757,Male,No,0,Graduate,No,63290,12335,66300,360,,Rural,N
LP104758,Male,Yes,0,Not Graduate,No,44750,0,59700,360,1,Semiurban,Y
LP104759,Male,Yes,2,Graduate,No,38190,12731,70000,360,1,Rural,Y
LP104760,Female,Yes,0,Not Graduate,Yes,35900,0,67300,360,1,Urban,N
LP104761,Female,Yes,0,Graduate,No,24170,0,70000,360,1,Urban,Y
LP104762,Female,Yes,1,Graduate,No,23880,12112,70000,360,0,Urban,N
LP104763,Male,No,1,Not Graduate,No,159190,0,70000,360,1,Semiurban,Y
LP104764,Male,Yes,1,Graduate,No,33460,0,70000,360,1,Semiurban,Y
LP104765,Male,Yes,3+,Graduate,No,13290,5065,65000,360,0,Urban,N
LP104766,Male,No,0,Graduate,No,27700,23794,58000,360,0,Urban,N
LP104767,Male,Yes,0,Graduate,No,10570,0,37700,180,,Urban,N
LP104768,Female,Yes,2,Graduate,No,29070,13185,70000,360,1,Urban,Y
LP104769,Male,Yes,0,Not Graduate,No,68000,14351,58300,360,0,Urban,N
LP104770,Female,No,0,Not Graduate,No,43250,19680,65100,360,1,Rural,Y
LP104771,Male,Yes,0,Graduate,No,13950,28667,62500,360,1,Urban,Y
LP104772,Male,Yes,0,Not Graduate,Yes,40110,0,66000,360,1,Urban,N
LP104773,Male,No,0,Not Graduate,No,45760,0,70000,360,0,Semiurban,N
LP104774,Male,Yes,0,Graduate,No,213070,0,68800,360,1,Rural,Y
LP104775,Male,No,0,Graduate,No,14250,0,56500,180,1,Semiurban,Y
LP104776,Male,Yes,0,Graduate,No,79110,15216,70000,360,1,Rural,Y
LP104777,Male,Yes,0,Graduate,No,41430,0,64800,84,1,Rural,Y
LP104778,Male,Yes,,Graduate,Yes,35670,0,70000,300,1,Semiurban,Y
LP104779,Male,No,1,Graduate,No,30080,0,70000,360,0,Rural,N
LP104780,Female,Yes,2,Graduate,Yes,28170,0,58600,360,1,Urban,Y
LP104781,Male,No,0,Graduate,No,42220,7276,70000,360,1,Semiurban,Y
LP104782,Female,Yes,0,Graduate,No,51030,14085,70000,,1,Rural,Y
LP104783,Female,Yes,2,Graduate,No,21890,13802,70000,360,1,Semiurban,Y
LP104784,Female,Yes,1,Graduate,No,64100,0,59500,360,1,Urban,Y
LP104785,Male,Yes,3+,Not Graduate,No,28610,22419,58200,360,0,Urban,N
LP104786,Male,No,0,Graduate,No,86160,28491,65900,360,1,Semiurban,Y
LP104787,Female,Yes,0,Not Graduate,No,201560,54817,59300,360,1,Semiurban,Y
LP104788,Male,Yes,0,Not Graduate,No,33640,0,18700,36,0,Rural,N
LP104789,Male,Yes,2,Graduate,No,199540,0,58500,360,0,Rural,N
LP104790,Female,Yes,0,Graduate,No,38050,39344,70000,360,1,Urban,N
LP104791,Female,No,2,Not Graduate,No,26340,0,58500,360,1,Rural,N
LP104792,Male,Yes,0,Not Graduate,,50910,0,68300,360,1,Rural,Y
LP104793,Female,Yes,2,Graduate,No,33350,17397,68100,360,1,Semiurban,Y
LP104794,Male,No,0,Graduate,No,141150,21035,64500,360,1,Urban,Y
LP104795,Male,Yes,0,Graduate,No,34550,20566,70000,360,0,Urban,N
LP104796,Male,Yes,2,Graduate,No,74060,32658,65900,360,1,Semiurban,Y
LP104797,Male,No,1,Graduate,No,53830,13756,70000,360,1,Urban,Y
LP104798,Male,No,1,Graduate,No,24400,32073,70000,360,1,Rural,Y
LP104799,Male,Yes,0,Graduate,No,54000,43747,61200,360,1,Semiurban,Y
LP104800,Female,Yes,1,Graduate,No,27740,0,70000,360,0,Semiurban,N
LP104801,Male,Yes,0,Graduate,No,32830,6761,56600,360,0,Urban,N
LP104802,Male,Yes,1,Graduate,No,30510,32877,70000,360,1,Rural,Y
LP104803,Male,No,0,Graduate,Yes,29510,26552,67600,360,1,Rural,Y
LP104804,Male,Yes,1,Graduate,No,119160,21961,70000,360,1,Urban,Y
LP104805,Male,Yes,0,Graduate,No,67100,19029,70000,360,,Urban,N
LP104806,Male,Yes,2,Graduate,,9470,16162,70000,360,1,Semiurban,Y
LP104807,Male,Yes,2,Graduate,No,17480,37279,70000,360,1,Rural,Y
LP104808,Male,Yes,2,Graduate,No,51650,23923,70000,180,0,Rural,N
LP104809,Male,Yes,0,Graduate,No,72180,0,67800,360,0,Urban,N
LP104810,Male,Yes,0,Graduate,No,23750,0,66000,360,1,Rural,Y
LP104811,Male,Yes,2,Graduate,No,381170,31631,63700,360,,Semiurban,Y
LP104812,Male,No,3+,Graduate,No,32730,35738,63200,360,1,Urban,Y
LP104813,Male,Yes,2,Graduate,No,68780,11025,70000,360,0,Semiurban,N
LP104814,Male,Yes,2,Graduate,No,27680,13163,60800,360,1,Semiurban,Y
LP104815,Male,Yes,2,Graduate,No,22630,37663,63100,360,1,Semiurban,Y
LP104816,Male,Yes,0,Graduate,Yes,32400,0,62700,180,0,Urban,N
LP104817,Male,No,0,Graduate,No,42660,0,70000,360,1,Rural,Y
LP104818,Male,No,0,Graduate,No,28160,6065,58900,360,1,Rural,Y
LP104819,Female,Yes,0,Graduate,No,41110,0,70000,360,,Rural,N
LP104820,Male,Yes,2,Graduate,No,42410,17351,63200,360,,Semiurban,N
LP104821,Male,Yes,0,Graduate,No,19660,59573,70000,360,1,Urban,Y
LP104822,Male,Yes,0,Graduate,No,54860,19265,58800,360,0,Urban,N
LP104823,Male,No,2,Graduate,No,64290,10881,64900,360,0,Urban,N
LP104824,Male,No,1,Graduate,No,185100,20383,67400,360,1,Rural,Y
LP104825,Male,No,0,Graduate,Yes,41000,38793,61800,360,1,Urban,Y
LP104826,Male,No,1,Graduate,Yes,50620,21500,70000,360,1,Urban,Y
LP104827,Male,No,0,Graduate,No,17290,0,58600,360,1,Rural,Y
LP104828,Male,Yes,2,Graduate,,23630,0,70000,360,1,Urban,Y
LP104829,Female,Yes,0,Graduate,No,34450,19122,59200,360,1,Semiurban,Y
LP104830,Male,Yes,0,Graduate,No,21890,76848,63100,36,,Urban,Y
LP104831,Male,No,2,Graduate,No,72030,25948,62000,360,,Semiurban,Y
LP104832,Male,Yes,2,Graduate,No,37600,15919,70000,360,,Urban,N
LP104833,Male,Yes,0,Graduate,No,23720,18941,60300,360,1,Semiurban,Y
LP104834,Male,No,1,Graduate,No,40880,0,70000,360,1,Urban,Y
LP104835,Male,Yes,0,Graduate,No,20820,0,70000,360,1,Semiurban,Y
LP104836,Female,Yes,0,Graduate,No,42310,16472,70000,180,1,Rural,Y
LP104837,Female,No,0,Not Graduate,No,15430,10790,70000,360,1,Semiurban,N
LP104838,Male,Yes,2,Graduate,,30220,56117,70000,360,,Urban,N
LP104839,Female,Yes,0,Graduate,No,186560,0,70000,360,1,Semiurban,Y
LP104840,Male,Yes,3+,Graduate,No,19960,24202,64500,360,,Rural,N
LP104841,Male,Yes,1,Graduate,No,18140,0,59000,360,1,Rural,N
LP104842,Female,Yes,0,Not Graduate,No,255810,13628,70000,360,1,Urban,Y
LP104843,Male,No,0,Graduate,No,34900,0,59700,360,1,Semiurban,Y
LP104844,Male,Yes,0,Graduate,No,66110,0,70000,360,1,Semiurban,Y
LP104845,Female,Yes,1,Not Graduate,No,20400,0,70000,360,1,Urban,N
LP104846,Male,Yes,3+,Graduate,No,19410,12739,70000,360,0,Semiurban,N
LP104847,Male,No,0,Not Graduate,No,58090,0,58300,360,1,Rural,Y
LP104848,Male,Yes,3+,Not Graduate,No,53680,3305,59600,360,0,Rural,N
LP104849,Male,Yes,1,Graduate,No,101910,25176,70000,360,1,Semiurban,Y
LP104850,Male,Yes,1,Graduate,No,62480,13694,60800,300,1,Rural,Y
LP104851,Male,Yes,0,Graduate,No,30250,36132,66300,480,1,Urban,Y
LP104852,Male,Yes,0,Graduate,Yes,15690,0,62000,360,1,Semiurban,Y
LP104853,Male,Yes,0,Graduate,No,30560,20269,70000,360,1,Urban,Y
LP104854,Male,No,2,Graduate,No,44560,13316,70000,360,0,Rural,N
LP104855,Male,Yes,3+,Graduate,No,36970,4063,70000,360,1,Semiurban,Y
LP104856,Male,Yes,2,Graduate,Yes,27070,0,70000,360,0,Rural,N
LP104857,Female,Yes,1,Not Graduate,Yes,44650,10029,70000,360,1,Rural,Y
LP104858,Male,Yes,,Not Graduate,No,37380,0,64400,360,0,Urban,N
LP104859,Female,No,0,Not Graduate,No,174670,14721,70000,360,0,Semiurban,N
LP104860,Female,Yes,0,Graduate,No,147980,10147,70000,360,1,Urban,Y
LP104861,Male,No,0,Graduate,No,33170,0,70000,480,1,Semiurban,Y
LP104862,Male,Yes,2,Graduate,No,47910,19866,62100,300,1,Urban,Y
LP104863,Male,Yes,2,Graduate,No,27960,20684,70000,360,0,Semiurban,N
LP104864,Male,No,2,Graduate,No,50210,5285,70000,360,1,Semiurban,Y
LP104865,Male,Yes,3+,Graduate,No,61330,0,60000,360,1,Rural,Y
LP104866,Male,No,2,Not Graduate,,31290,23339,67100,360,1,Semiurban,Y
LP104867,Male,Yes,0,Graduate,No,62400,7939,70000,360,0,Semiurban,N
LP104868,Male,Yes,2,Graduate,No,87280,15206,60600,360,1,Semiurban,Y
LP104869,Male,No,0,Not Graduate,No,83470,51203,70000,360,,Urban,N
LP104870,Male,No,0,Graduate,,24760,0,58600,360,,Rural,N
LP104871,Male,No,3+,Not Graduate,No,28350,20439,70000,360,1,Semiurban,Y
LP104872,Female,No,1,Not Graduate,No,21190,14259,67900,360,1,Rural,N
LP104873,Male,Yes,0,Graduate,No,42000,14807,56500,360,1,Rural,Y
LP104874,Male,Yes,0,Not Graduate,No,34910,13161,70000,360,1,Urban,N
LP104875,Female,Yes,2,Graduate,No,18410,21928,62400,360,1,Semiurban,Y
LP104876,Male,Yes,3+,Graduate,No,382900,18281,62000,360,1,Urban,Y
LP104877,Male,No,2,Graduate,,40290,0,65500,360,1,Urban,Y
LP104878,Male,Yes,0,Graduate,Yes,49720,0,57200,360,0,Semiurban,N
LP104879,Male,Yes,0,Graduate,,20560,0,69300,360,1,Semiurban,Y
LP104880,Female,Yes,0,Graduate,No,78330,0,60600,360,1,Rural,Y
LP104881,Male,No,0,Not Graduate,,150840,48132,70000,360,1,Semiurban,Y
LP104882,Male,No,0,Graduate,,86050,53821,68100,360,0,Urban,N
LP104883,Female,Yes,0,Graduate,No,51600,0,70000,180,1,Urban,Y
LP104884,Male,Yes,3+,Not Graduate,No,46690,20806,70000,360,1,Urban,Y
LP104885,Male,Yes,2,Not Graduate,No,32550,37157,69500,360,1,Semiurban,Y
LP104886,Male,No,2,Graduate,No,38780,0,70000,360,1,Semiurban,Y
LP104887,Female,No,3+,Graduate,No,15020,9249,67000,360,0,Semiurban,N
LP104888,Male,No,2,Graduate,No,33480,21776,70000,360,1,Rural,Y
LP104889,Male,Yes,1,Not Graduate,,35490,0,70000,360,0,Semiurban,N
LP104890,Male,Yes,0,Not Graduate,No,63010,5608,60000,,1,Urban,Y
LP104891,Male,Yes,0,Not Graduate,No,145610,6074,70000,360,1,Semiurban,Y
LP104892,Female,Yes,0,Graduate,No,51240,17084,70000,360,1,Urban,Y
LP104893,Male,Yes,0,Graduate,No,43970,10767,70000,360,1,Semiurban,Y
LP104894,Male,Yes,2,Not Graduate,No,64750,0,70000,360,1,Semiurban,Y
LP104895,,Yes,0,Graduate,No,58180,0,70000,360,1,Semiurban,Y
LP104896,Male,Yes,0,Graduate,No,47340,16729,69900,360,0,Rural,N
LP104897,Male,,0,Graduate,Yes,47260,11831,70000,480,1,Rural,Y
LP104898,Male,No,0,Graduate,No,53500,48644,70000,360,1,Rural,Y
LP104899,Male,Yes,3+,Not Graduate,,58940,11671,64700,360,1,Semiurban,Y
LP104900,Male,No,1,Graduate,No,42830,8322,70000,360,1,Rural,Y
LP104901,Male,No,1,Graduate,No,188340,0,60300,360,1,Urban,Y
LP104902,Male,Yes,0,Not Graduate,No,44590,5888,70000,360,1,Semiurban,Y
LP104903,Male,Yes,2,Graduate,Yes,21580,15256,58700,360,1,Semiurban,Y
LP104904,Male,Yes,0,Graduate,No,31790,8751,65800,360,1,Urban,N
LP104905,,Yes,1,Graduate,,43370,21025,56300,360,,Rural,N
LP104906,Male,Yes,1,Not Graduate,No,33360,0,70000,360,1,Rural,N
LP104907,Male,Yes,0,Graduate,No,84880,33922,70000,360,1,Semiurban,Y
LP104908,Female,Yes,0,Graduate,Yes,76680,13527,65400,360,1,Semiurban,Y
LP104909,Male,Yes,0,Graduate,No,27640,0,57300,360,1,Urban,Y
LP104910,Male,Yes,0,Not Graduate,No,45410,0,62700,360,1,Semiurban,N
LP104911,Male,Yes,0,Not Graduate,Yes,30990,0,60000,360,1,Semiurban,N
LP104912,Male,Yes,0,Graduate,No,34190,28180,70000,360,1,Rural,Y
LP104913,Male,Yes,0,Graduate,No,15410,0,70000,360,1,Semiurban,Y
LP104914,Male,Yes,0,Not Graduate,,65890,18886,70000,360,1,Rural,Y
LP104915,Male,Yes,0,Graduate,No,30250,17138,70000,360,1,Semiurban,Y
LP104916,Male,No,0,Graduate,No,35790,6399,66300,300,1,Semiurban,Y
LP104917,Male,No,2,Graduate,Yes,327590,0,70000,360,1,Semiurban,Y
LP104918,Male,No,0,Graduate,No,37090,0,65000,360,1,Rural,Y
LP104919,Female,Yes,0,Graduate,No,44440,32001,70000,360,1,Urban,Y
LP104920,Male,No,2,Not Graduate,Yes,22990,0,70000,360,0,Urban,N
LP104921,Male,Yes,0,Graduate,No,177480,15398,70000,180,0,Rural,N
LP104922,Female,Yes,1,Graduate,Yes,53290,5045,70000,360,1,Semiurban,Y
LP104923,Male,No,0,Graduate,Yes,125880,12593,58400,360,1,Semiurban,Y
LP104924,Male,Yes,0,Graduate,No,44220,23971,68600,360,1,Rural,Y
LP104925,Male,Yes,0,Graduate,No,26480,11793,60200,360,1,Rural,N
LP104926,Male,Yes,0,Not Graduate,Yes,34640,10558,56100,360,,Semiurban,N
LP104927,Male,Yes,2,Not Graduate,No,53180,14488,56400,300,1,Rural,Y
LP104928,Male,Yes,0,Graduate,,9840,14439,67300,360,1,Urban,Y
LP104929,Male,Yes,0,Graduate,No,22810,6794,70000,480,1,Urban,N
LP104930,Male,Yes,0,Graduate,No,20860,0,39200,120,1,Urban,Y
LP104931,Female,No,0,Graduate,No,38240,0,70000,360,1,Rural,N
LP104932,Male,No,,Graduate,No,296490,0,65300,360,1,Urban,Y
LP104933,Male,Yes,1,Graduate,No,41910,12565,70000,360,1,Urban,Y
LP104934,Male,No,2,Graduate,No,44700,13727,62000,360,1,Semiurban,Y
LP104935,Male,Yes,2,Graduate,,26630,9045,63600,360,1,Rural,Y
LP104936,Male,Yes,0,Graduate,Yes,46690,0,66800,360,1,Semiurban,Y
LP104937,Male,No,3+,Graduate,No,30540,19879,68000,180,1,Urban,Y
LP104938,Female,Yes,0,Not Graduate,No,34860,0,70000,360,1,Semiurban,Y
LP104939,Male,Yes,1,Graduate,No,30190,0,56100,240,0,Urban,N
LP104940,Male,No,0,Graduate,No,75740,26044,70000,360,1,Semiurban,Y
LP104941,Female,Yes,0,Graduate,No,60610,28802,65100,360,1,Semiurban,Y
LP104942,Male,Yes,2,Graduate,No,23190,0,70000,360,1,Semiurban,Y
LP104943,Female,No,0,Graduate,No,25950,7499,69300,180,1,Rural,Y
LP104944,Male,Yes,1,Not Graduate,No,29050,32460,64800,360,1,Urban,Y
LP104945,Male,Yes,,Graduate,Yes,45910,0,64000,360,1,Semiurban,Y
LP104946,Male,Yes,0,Graduate,No,56540,24732,70000,360,1,Rural,Y
LP104947,Male,Yes,0,Graduate,No,22150,14826,70000,360,1,Rural,Y
LP104948,Male,Yes,0,Graduate,No,25620,40172,61200,360,1,Urban,Y
LP104949,Male,Yes,1,Graduate,,21240,30909,70000,360,0,Rural,N
LP104950,Male,Yes,0,Graduate,No,54410,54196,70000,360,1,Urban,Y
LP104951,Male,No,1,Graduate,No,30270,27722,60200,360,1,Semiurban,Y
LP104952,Male,Yes,2,Not Graduate,No,101650,0,56100,360,1,Semiurban,Y
LP104953,Male,Yes,0,Graduate,No,92220,7198,70000,360,1,Semiurban,Y
LP104954,Male,No,0,Graduate,No,15620,27728,70000,300,1,Semiurban,Y
LP104955,Female,Yes,0,Graduate,No,15600,14461,70000,360,1,Rural,Y
LP104956,Male,Yes,0,Graduate,No,44320,20205,59000,300,0,Urban,N
LP104957,Male,Yes,0,Graduate,No,172440,20660,69200,360,1,Urban,Y
LP104958,Male,Yes,2,Graduate,No,64730,10211,65100,360,1,Rural,Y
LP104959,Male,Yes,1,Graduate,,88990,0,63100,360,1,Urban,Y
LP104960,Male,Yes,,Graduate,No,25710,29753,70000,,1,Rural,Y
LP104961,Male,Yes,0,Not Graduate,No,229300,23702,70000,360,0,Rural,N
LP104962,Female,Yes,0,Graduate,No,62010,0,63000,180,,Urban,Y
LP104963,Male,Yes,0,Graduate,No,21420,49164,58600,360,1,Semiurban,Y
LP104964,Male,Yes,0,Graduate,No,72260,0,70000,360,1,Rural,Y
LP104965,Male,Yes,2,Graduate,No,50690,52663,57300,360,1,Urban,Y
LP104966,Male,Yes,3+,Graduate,,49440,0,28500,36,1,Semiurban,Y
LP104967,Male,Yes,3+,Graduate,Yes,28750,11631,70000,360,1,Semiurban,Y
LP104968,Male,Yes,0,Graduate,,50370,9629,69100,,0,Urban,N
LP104969,Female,No,0,Not Graduate,No,210460,0,64200,300,1,Urban,Y
LP104970,Male,Yes,0,Graduate,No,304030,0,70000,360,1,Rural,Y
LP104971,Male,Yes,3+,Graduate,No,49780,21436,70000,360,0,Rural,N
LP104972,Male,No,2,Graduate,,23340,10878,66500,360,1,Urban,Y
LP104973,Male,Yes,2,Graduate,No,63880,28859,70000,360,1,Rural,Y
LP104974,Male,Yes,2,Graduate,Yes,35770,0,67000,360,1,Rural,N
LP104975,Female,Yes,1,Graduate,Yes,30160,5362,70000,360,0,Urban,N
LP104976,Male,Yes,0,Graduate,No,22480,56922,62600,,1,Urban,Y
LP104977,,No,3+,Graduate,No,20460,20257,64600,180,1,Rural,N
LP104978,Female,No,0,Graduate,Yes,57290,0,59000,360,1,Rural,Y
LP104979,Male,Yes,1,Not Graduate,No,20690,0,57500,360,0,Urban,N
LP104980,Male,Yes,0,Graduate,No,39560,31740,64600,360,0,Rural,N
LP104981,Male,Yes,3+,Graduate,,36610,0,58600,360,,Urban,N
LP104982,Male,Yes,0,Graduate,No,132370,0,70000,360,1,Urban,Y
LP104983,Male,No,0,Graduate,No,17180,34126,66900,300,1,Urban,Y
LP104984,Male,Yes,1,Graduate,No,33680,0,64100,360,0,Semiurban,N
LP104985,Male,Yes,0,Graduate,No,212290,0,69100,84,1,Urban,Y
LP104986,Male,Yes,2,Not Graduate,No,44400,11646,70000,360,1,Rural,Y
LP104987,Male,No,0,Graduate,No,153270,0,70000,360,1,Semiurban,Y
LP104988,Male,Yes,0,Graduate,No,15780,0,70000,360,1,Urban,Y
LP104989,Male,Yes,2,Graduate,No,47760,0,70000,360,1,Rural,Y
LP104990,Male,No,0,Graduate,No,41630,0,61100,300,1,Semiurban,Y
LP104991,Male,Yes,0,Graduate,No,48530,0,70000,360,,Urban,N
LP104992,Male,Yes,0,Graduate,No,58610,0,70000,360,1,Rural,Y
LP104993,Female,Yes,1,Not Graduate,No,42950,19760,70000,360,1,Urban,Y
LP104994,Male,Yes,0,Not Graduate,No,24490,11793,64000,360,1,Urban,Y
LP104995,Male,No,2,Not Graduate,Yes,62100,0,70000,360,1,Semiurban,Y
LP104996,Male,Yes,0,Graduate,No,69480,0,70000,360,1,Urban,Y
LP104997,Male,Yes,2,Graduate,No,32700,18586,9600,12,1,Semiurban,Y
LP104998,Male,Yes,2,Graduate,No,24230,36543,59900,360,1,Urban,Y
LP104999,Male,No,0,Graduate,No,49120,0,70000,360,1,Rural,Y
LP105000,Male,Yes,0,Graduate,Yes,87210,10674,61600,360,1,Rural,Y
LP105001,Male,Yes,0,Not Graduate,Yes,30710,0,60800,360,1,Semiurban,N
LP105002,,No,0,Not Graduate,No,40400,26648,56500,240,1,Rural,Y
LP105003,Male,Yes,0,Graduate,No,117380,0,70000,360,1,Rural,Y
LP105004,Male,Yes,0,Graduate,No,24580,30682,70000,360,1,Rural,Y
LP105005,Male,Yes,1,Graduate,No,50360,0,65700,,1,Urban,Y
LP105006,Male,No,0,Graduate,,24100,40776,69200,360,1,Urban,Y
LP105007,Male,No,0,Graduate,No,61640,19598,70000,120,1,Urban,Y
LP105008,Male,No,0,Graduate,No,37730,25211,70000,360,0,Semiurban,N
LP105009,Female,Yes,0,Graduate,No,24700,18409,70000,360,1,Urban,N
LP105010,Female,No,0,Graduate,No,13820,30591,66100,360,1,Rural,Y
LP105011,Male,Yes,0,Graduate,No,18030,44562,57200,360,1,Semiurban,Y
LP105012,Male,Yes,0,Graduate,No,31380,15924,70000,360,1,Urban,Y
LP105013,Male,No,0,Graduate,No,27440,15211,62200,360,1,Semiurban,Y
LP105014,Male,Yes,2,Graduate,No,68930,4064,70000,,1,Rural,Y
LP105015,Male,Yes,3+,Graduate,Yes,64680,22146,70000,360,0,Urban,N
LP105016,Male,Yes,0,Graduate,No,64750,0,56100,360,1,Semiurban,Y
LP105017,Male,Yes,1,Not Graduate,No,70080,49435,69900,360,1,Rural,Y
LP105018,Female,Yes,0,Not Graduate,No,75750,9050,68900,360,1,Semiurban,Y
LP105019,Male,Yes,0,Graduate,No,60740,0,70000,360,1,Semiurban,Y
LP105020,Male,No,0,Graduate,No,163680,10299,70000,360,1,Semiurban,Y
LP105021,Male,No,0,Graduate,No,40130,9771,70000,360,1,Rural,Y
LP105022,Female,No,0,Not Graduate,No,59750,0,62400,360,1,Semiurban,Y
LP105023,Male,Yes,0,Graduate,No,58700,24879,70000,360,1,Urban,Y
LP105024,Male,No,0,Not Graduate,No,42840,52016,70000,360,1,Urban,Y
LP105025,Male,Yes,0,Graduate,No,36400,8897,65900,360,1,Rural,Y
LP105026,Male,No,1,Graduate,No,174950,63210,57100,360,,Rural,Y
LP105027,Male,Yes,3+,Graduate,No,23060,14555,64000,360,0,Semiurban,N
LP105028,Male,No,2,Graduate,Yes,43910,17505,70000,360,1,Urban,Y
LP105029,Male,Yes,0,Not Graduate,Yes,23400,35444,70000,360,1,Semiurban,Y
LP105030,Male,Yes,0,Not Graduate,No,103420,20338,67300,360,1,Semiurban,Y
LP105031,Male,Yes,0,Not Graduate,No,77660,7138,61400,360,1,Rural,Y
LP105032,Male,No,0,Graduate,No,40890,35063,62100,360,1,Rural,Y
LP105033,Male,Yes,3+,Graduate,Yes,45080,0,65200,360,1,Rural,N
LP105034,Male,Yes,1,Graduate,Yes,36370,0,70000,360,,Semiurban,N
LP105035,Male,Yes,2,Graduate,No,27920,9389,56200,360,,Semiurban,N
LP105036,Male,Yes,2,Graduate,No,53000,0,65800,360,1,Urban,Y
LP105037,Male,No,0,Graduate,No,54920,0,60400,360,1,Urban,Y
LP105038,Male,Yes,0,Graduate,No,52840,46934,70000,360,1,Rural,Y
LP105039,Male,Yes,0,Graduate,No,188530,41871,70000,36,1,Semiurban,Y
LP105040,Male,Yes,0,Graduate,No,19900,7967,70000,360,1,Semiurban,Y
LP105041,Male,Yes,3+,Graduate,No,34040,24447,65000,360,1,Urban,Y
LP105042,Male,Yes,0,Graduate,Yes,81710,27618,70000,360,1,Rural,Y
LP105043,Female,Yes,3+,Not Graduate,Yes,32640,9767,70000,360,1,Semiurban,N
LP105044,Male,No,0,Graduate,No,63320,0,66800,360,1,Semiurban,Y
LP105045,Male,Yes,2,Graduate,,23580,48034,58500,360,1,Rural,Y
LP105046,Male,Yes,0,Graduate,No,32030,46955,70000,360,0,Rural,N
LP105047,Male,No,0,Graduate,No,49410,16654,63000,360,1,Rural,Y
LP105048,Male,Yes,0,Graduate,,28820,0,63300,360,1,Semiurban,Y
LP105049,Male,Yes,2,Graduate,No,108880,23379,70000,360,1,Semiurban,Y
LP105050,Male,No,0,Graduate,No,37690,12661,70000,360,1,Urban,Y
LP105051,Male,Yes,0,Graduate,No,33790,0,57000,360,1,Urban,Y
LP105052,Male,No,0,Graduate,No,37710,5041,70000,360,1,Urban,Y
LP105053,Male,Yes,0,Graduate,No,175860,0,64100,360,1,Rural,Y
LP105054,Male,Yes,2,Graduate,,23420,0,70000,360,1,Semiurban,Y
LP105055,Female,Yes,0,Graduate,No,66870,6569,61800,360,1,Rural,Y
LP105056,Male,Yes,1,Not Graduate,No,16240,0,70000,180,,Rural,N
LP105057,Male,Yes,2,Graduate,No,19780,0,70000,360,,Urban,N
LP105058,Male,No,0,Graduate,No,26460,58369,69800,,0,Semiurban,N
LP105059,Male,Yes,0,Graduate,No,28730,20115,63900,360,1,Urban,N
LP105060,Male,Yes,0,Graduate,Yes,43590,0,70000,360,1,Urban,Y
LP105061,Male,Yes,0,Not Graduate,No,38620,17260,70000,300,1,Semiurban,Y
LP105062,Male,No,0,Graduate,No,21260,43180,63200,360,1,Semiurban,Y
LP105063,Male,Yes,0,Not Graduate,No,82110,6588,58400,360,1,Semiurban,Y
LP105064,Male,Yes,0,Graduate,No,22960,15286,58200,360,1,Urban,Y
LP105065,Male,No,1,Not Graduate,No,23580,0,70000,360,1,Urban,N
LP105066,Male,Yes,0,Graduate,No,45710,0,70000,360,1,Rural,Y
LP105067,Male,No,0,Graduate,,26230,0,64800,180,,Rural,N
LP105068,Male,Yes,,Not Graduate,No,489730,36935,62100,360,1,Rural,Y
LP105069,Male,Yes,0,Graduate,Yes,151770,33482,62400,180,1,Rural,Y
